









Frequency of observations in the selected location(s).:
Number of taxa: 	262

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Gilded Barbet	0.0	0.0	0.0769231	0.1052632	0.0	0.0	0.0869565	0.125	0.3333333	0.1666667	0.0	0.3333333	0.0	0.0	0.047619	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.1428571	0.6666667	0.0909091	0.3333333	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.0015	1.0	0.1666667	0.0	0.0	0.0	
Lemon-throated Barbet	0.0	0.04	0.0	0.1052632	0.0833333	1.0	0.0	0.125	0.3333333	0.0	0.0909091	0.2222222	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0015	0.0	0.0	0.1428571	0.0	0.0	0.1111111	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1666667	0.0	0.0	0.0	
Chestnut-eared Aracari	0.2222222	0.12	0.0384615	0.0526316	0.3333333	0.0	0.0869565	0.0	0.0	0.3333333	0.0909091	0.1111111	0.0	0.0	0.1428571	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.4	0.0	0.0	0.0	0.2857143	0.3333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111	0.2	0.0	0.0	0.0	0.0	0.0015	
Ivory-billed Aracari	0.0015	0.0	0.0384615	0.0	0.0	1.0	0.0434783	0.125	0.0	0.0	0.0	0.1111111	0.0	0.0	0.0015	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-throated Toucan	0.0015	0.16	0.0384615	0.0526316	0.0833333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.2222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.1666667	0.0	0.0	0.0	
Channel-billed Toucan	0.2222222	0.08	0.0384615	0.1052632	0.1666667	0.0	0.0869565	0.375	0.6666667	0.1666667	0.2727273	0.2222222	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0015	0.0015	0.0	0.5	0.1428571	0.3333333	0.0	0.3333333	1.0	0.0	0.0	0.0	0.0	0.3	0.037037	0.0	1.0	0.0	0.0	0.5	0.0	
Lafresnaye's Piculet	0.0015	0.04	0.0	0.1052632	0.0833333	0.0	0.2173913	0.125	0.3333333	0.1666667	0.0	0.3333333	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.2	0.0	0.0015	0.0015	0.1428571	0.3333333	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	
Yellow-tufted Woodpecker	0.2222222	0.04	0.0	0.1578947	0.0	1.0	0.173913	0.5	0.3333333	0.3333333	0.2727273	0.4444444	1.0	0.0	0.1904762	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.1428571	0.3333333	0.0	0.0015	0.0	1.0	0.0	0.0	0.2	0.1	0.1111111	0.4	0.0	0.0	0.0	0.0	0.0	
Smoky-brown Woodpecker	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Little Woodpecker	0.2222222	0.0	0.0384615	0.0015	0.0833333	0.0	0.0	0.375	0.3333333	0.0	0.0	0.0	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.1	0.0015	0.0	0.0	0.0	0.0	0.25	0.0	
Red-stained Woodpecker	0.0	0.0	0.0	0.1052632	0.1666667	0.0	0.0434783	0.0	0.0	0.0	0.0	0.1111111	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.5	0.0	0.0	0.0015	0.0	0.1111111	0.0015	0.0	0.0	0.0	0.0	0.1	0.037037	0.0	0.0	0.0015	0.0	0.0	0.0	
Crimson-crested Woodpecker	0.0	0.0	0.0769231	0.0526316	0.0833333	1.0	0.0	0.125	0.0	0.0	0.0	0.1111111	0.0	0.0	0.047619	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.3333333	0.0	0.2222222	0.0	0.0	0.0	0.0	0.1	0.2	0.037037	0.2	1.0	0.1666667	0.0	0.0	0.0	
Lineated Woodpecker	0.1111111	0.0	0.0769231	0.0526316	0.0833333	0.0	0.0434783	0.5	0.0	0.3333333	0.2727273	0.3333333	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0015	0.0	0.5	0.4285714	0.6666667	0.0	0.2222222	1.0	0.0	0.0	0.0	0.2	0.2	0.0740741	0.2	1.0	0.0	0.0	0.25	0.0015	
White-throated Woodpecker	0.0015	0.0	0.0384615	0.0	0.0	1.0	0.0	0.125	0.0	0.0	0.0	0.2222222	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	
Golden-olive Woodpecker	0.0	0.0	0.0	0.0	0.0	0.0	0.0434783	0.0	0.0	0.1666667	0.0909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	
Crimson-mantled Woodpecker	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	
Laughing Falcon	0.1111111	0.0	0.0384615	0.0	0.0833333	0.0	0.0869565	0.375	0.0	0.1666667	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.037037	0.0	0.0	0.0	0.0	0.0	0.0	
Black Caracara	0.2222222	0.12	0.0	0.1052632	0.25	1.0	0.1304348	0.0	0.3333333	0.1666667	0.2727273	0.1111111	0.0	0.25	0.2380952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0909091	0.2	0.0	0.0	0.0015	0.1428571	0.3333333	0.0	0.1111111	0.0015	0.0	0.0	0.0	0.2	0.1	0.037037	0.4	0.0	0.0	0.0	0.0	0.0015	
Bat Falcon	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.0	0.0	0.0	0.0	0.0	0.0	
Cobalt-winged Parakeet	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.125	0.3333333	0.0	0.0	0.3333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.3333333	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.2	0.0	0.0	0.0	0.0	0.0	
Red-billed Parrot	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666667	0.0	0.0	0.0	
Blue-headed Parrot	0.8888889	0.28	0.2307692	0.1052632	0.3333333	1.0	0.1304348	0.625	0.6666667	0.1666667	0.2727273	0.5555556	0.0	0.0	0.1904762	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.4	0.0	0.5	1.0	0.2857143	0.6666667	0.0	0.4444444	1.0	1.0	0.0	0.0	0.4	0.7	0.6296296	0.6	1.0	0.6666667	0.0	0.25	0.0	
Dusky-headed Parakeet	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-eyed Parakeet	0.2222222	0.12	0.2307692	0.0526316	0.1666667	1.0	0.0434783	0.375	0.0	0.0	0.1818182	0.3333333	0.0	0.0	0.0015	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.5	0.1428571	0.6666667	0.1818182	0.3333333	0.0	0.0	0.0	0.0	0.2	0.2	0.037037	0.2	1.0	0.3333333	0.0	0.25	0.0	
Fasciated Antshrike	0.0	0.04	0.0769231	0.0526316	0.0833333	0.0	0.0	0.125	0.3333333	0.0	0.0909091	0.3333333	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.0	0.3333333	0.0	0.1111111	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0015	
Great Antshrike	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.5	0.1428571	0.0	0.0	0.3333333	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
Lined Antshrike	0.0015	0.0	0.0384615	0.0526316	0.1666667	0.0	0.0869565	0.25	0.3333333	0.5	0.0	0.1111111	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.5	0.0	0.1428571	0.6666667	0.0909091	0.2222222	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.4	1.0	0.1666667	0.0	0.0	0.0015	
Plain-winged Antshrike	0.0	0.04	0.0769231	0.0526316	0.0	0.0	0.0434783	0.125	0.3333333	0.0	0.0	0.3333333	0.0	0.25	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0015	0.0015	0.0	0.0	0.3333333	0.0	0.2222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Plain Antvireo	0.0	0.0	0.0384615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1818182	0.1111111	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.6666667	0.0	0.1111111	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cinereous Antshrike	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ornate Stipplethroat	0.0	0.0	0.0384615	0.0	0.0	0.0	0.0	0.125	0.3333333	0.1666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Pygmy Antwren	0.0	0.0	0.0	0.0	0.0833333	0.0	0.0	0.125	0.3333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.2	0.0	0.0	0.0	0.0	0.6666667	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Stripe-chested Antwren	0.0	0.0	0.0	0.0	0.0833333	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-flanked Antwren	0.0	0.0	0.0384615	0.0526316	0.25	1.0	0.0869565	0.0	0.3333333	0.3333333	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.2	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	1.0	0.0	0.0	0.0	0.0	
Rusty-winged Antwren	0.0015	0.0	0.1153846	0.0526316	0.0	0.0	0.0869565	0.25	0.3333333	0.0	0.0909091	0.2222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0015	0.0	0.0	0.0	0.6666667	0.0	0.3333333	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	1.0	0.1666667	0.0	0.0	0.0	
Peruvian Warbling-Antbird	0.1111111	0.16	0.1538462	0.1578947	0.25	0.0	0.0869565	0.25	0.0	0.0	0.2727273	0.5555556	0.0	0.0	0.1428571	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.1818182	0.0	0.0015	0.5	0.5	0.0	0.6666667	0.2727273	0.2222222	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.2	1.0	0.0	0.0	0.0	0.0015	
Black Antbird	0.0015	0.08	0.0	0.1052632	0.0	0.0	0.0434783	0.125	0.3333333	0.0	0.0	0.1111111	0.0	0.25	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3333333	0.0	0.3333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.3333333	0.0	0.0	0.0	
Blackish Antbird	0.1111111	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666667	0.0	0.0	0.0	
Gray Antbird	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	
White-browed Antbird	0.0015	0.0	0.1153846	0.2631579	0.1666667	0.0	0.0434783	0.0	0.0	0.0	0.1818182	0.4444444	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.5	0.0	0.0	0.0	0.4444444	0.0	0.0	0.0015	0.0	0.1	0.1	0.0	0.2	1.0	0.1666667	0.0	0.0	0.0	
Black-faced Antbird	0.0	0.0	0.0	0.0526316	0.0833333	0.0	0.0	0.125	0.3333333	0.0	0.0909091	0.2222222	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.3333333	0.0	0.2222222	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	
Zimmer's Antbird	0.0	0.0	0.0384615	0.0526316	0.0833333	0.0	0.0869565	0.25	0.3333333	0.1666667	0.0909091	0.1111111	0.0	0.25	0.047619	0.0015	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.3333333	0.0	0.2222222	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	1.0	0.1666667	0.0	0.0	0.0015	
Hairy-crested Antbird	0.0	0.0	0.0384615	0.0	0.0	0.0	0.0434783	0.25	0.3333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0015	0.0	0.0	0.0	0.3333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	
Plain-backed Antpitta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571	0.6666667	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Thrush-like Antpitta	0.0015	0.04	0.0384615	0.0	0.0833333	0.0	0.0434783	0.375	0.3333333	0.0	0.0	0.4444444	0.0	0.25	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.5	0.0	0.0	0.0	0.0	0.3333333	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.1666667	0.0	0.0	0.0	
Olivaceous Woodcreeper	0.0	0.12	0.1153846	0.0	0.0	0.0	0.0869565	0.125	0.6666667	0.0	0.1818182	0.2222222	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0909091	0.2	0.0015	0.0	0.0	0.1428571	0.6666667	0.0909091	0.3333333	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.2	1.0	0.0	0.0	0.0	0.0	
Plain-brown Woodcreeper	0.0	0.0	0.0	0.0526316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wedge-billed Woodcreeper	0.0015	0.04	0.0769231	0.0526316	0.0833333	0.0	0.1304348	0.25	0.3333333	0.3333333	0.0909091	0.4444444	0.0	0.0	0.0952381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.5	0.0015	0.2857143	0.3333333	0.0	0.5555556	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.1666667	0.0	0.0	0.0	
Strong-billed Woodcreeper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666667	0.0	0.0	0.0	
Ocellated Woodcreeper	0.0015	0.0	0.0	0.0	0.0	0.0	0.0434783	0.0	0.0	0.0	0.0909091	0.2222222	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0015	0.0	0.1428571	0.3333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Buff-throated Woodcreeper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.0	0.3333333	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Olive-backed Woodcreeper	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1666667	0.0	0.0	0.0	
Brown-billed Scythebill	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Duida Woodcreeper	0.0	0.04	0.0384615	0.0	0.0833333	0.0	0.0	0.0	0.3333333	0.0	0.0909091	0.2222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0015	0.5	0.0	0.0	0.0909091	0.0015	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.25	0.0	
Streaked Xenops	0.1111111	0.08	0.0	0.0	0.0	0.0	0.0434783	0.0	0.0	0.1666667	0.0909091	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0015	0.5	0.0	0.0	0.3333333	0.0	0.1111111	0.0	0.0	0.0	0.0	0.2	0.0	0.037037	0.0	0.0	0.0	0.0	0.0	0.0	
Dusky-cheeked Foliage-gleaner	0.0	0.0	0.0384615	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.6666667	0.0909091	0.2222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	
Rufous-tailed Foliage-gleaner	0.0	0.0	0.0384615	0.0526316	0.0833333	1.0	0.0	0.125	0.3333333	0.1666667	0.0	0.2222222	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Lineated Foliage-gleaner	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Buff-fronted Foliage-gleaner	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666667	0.0	0.2222222	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ochre-throated Foliage-gleaner	0.0	0.0	0.0	0.0526316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Speckled Spinetail	0.0	0.0	0.0	0.0526316	0.0	0.0	0.0434783	0.125	0.0	0.0	0.0	0.2222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0015	0.0	0.0	0.3333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Dark-breasted Spinetail	0.1111111	0.16	0.0	0.0	0.0833333	0.0	0.0434783	0.0	0.6666667	0.0	0.1818182	0.2222222	0.0	0.0	0.047619	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.5	0.5	0.0015	0.6666667	0.0	0.5555556	0.0	0.0	0.0	0.0	0.3	0.0	0.0740741	0.4	1.0	0.0	0.0	0.0	0.0015	
White-bearded Manakin	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.1428571	0.0	0.0909091	0.3333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	
