









Frequency of observations in the selected location(s).:
Number of taxa: 	262

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Scarlet-breasted Fruiteater	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666667	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666667	0.0	0.0	0.0	
Fiery-throated Fruiteater	0.0	0.0	0.0	0.0526316	0.0	0.0	0.0	0.125	0.0	0.1666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0015	0.0	0.1428571	0.3333333	0.0909091	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	
Andean Cock-of-the-rock	0.0	0.0	0.0769231	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666667	0.0	0.0	0.0	
Gray-tailed Piha	0.0	0.0	0.0769231	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.3333333	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.0	0.0	0.0015	0.0	0.0	0.0015	
Spangled Cotinga	0.0	0.0	0.0	0.0	0.0833333	1.0	0.0	0.125	0.0	0.0	0.0909091	0.2222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.037037	0.0	0.0	0.0	0.0	0.0	0.0015	
Black-crowned Tityra	0.0015	0.0	0.0	0.1578947	0.0833333	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.1428571	0.3333333	0.0	0.1111111	0.0	0.0	0.0	1.0	0.0	0.2	0.037037	0.2	0.0	0.0	0.0	0.0	0.0	
Masked Tityra	0.0015	0.0	0.1538462	0.1052632	0.0	0.0	0.0434783	0.125	0.0	0.1666667	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0015	0.5	0.0	0.1428571	0.6666667	0.0	0.1111111	0.0	1.0	0.0	0.0	0.0	0.1	0.0015	0.2	1.0	0.1666667	0.0	0.0	0.0	
Foothill Schiffornis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.3333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.1666667	0.0	0.0	0.0	
Chestnut-crowned Becard	0.2222222	0.0	0.0015	0.1052632	0.0015	1.0	0.1304348	0.0	0.0	0.0	0.0909091	0.1111111	0.0	0.25	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.0	0.0	0.0	0.0	0.0	0.0015	
White-winged Becard	0.0	0.08	0.0769231	0.0	0.0833333	0.0	0.0869565	0.0	0.0	0.0	0.0909091	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.1818182	0.2222222	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-and-white/Cryptic Becard	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
becard sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ruddy-tailed Flycatcher	0.0	0.0	0.0769231	0.0	0.0	0.0	0.0	0.0	0.3333333	0.1666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wing-barred Piprites	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.3333333	0.0	0.0909091	0.3333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.6666667	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	
White-throated Spadebill	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Olive-striped Flycatcher	0.0	0.04	0.0384615	0.0526316	0.0833333	0.0	0.0434783	0.125	0.0	0.1666667	0.0909091	0.0	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.5	0.0	0.3333333	0.0	0.1111111	0.0	0.0	0.0	0.0	0.1	0.0	0.037037	0.0	0.0	0.1666667	0.0	0.0	0.0	
Slaty-capped Flycatcher	0.0	0.0	0.0	0.0526316	0.0833333	0.0	0.0	0.0	0.3333333	0.0	0.0	0.3333333	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.2	0.0015	0.0	0.0	0.0	0.3333333	0.0909091	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	1.0	0.1666667	0.0	0.0	0.0	
Spectacled Bristle-Tyrant	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ecuadorian Tyrannulet	0.1111111	0.0	0.1153846	0.1052632	0.1666667	1.0	0.0434783	0.125	0.3333333	0.0	0.0	0.4444444	0.0	0.0	0.047619	0.0015	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.6666667	0.0	0.3333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-bellied Pygmy-Tyrant	0.0	0.0	0.0384615	0.0526316	0.0	0.0	0.0434783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0015	0.0	0.0	0.3333333	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.0	1.0	0.0	0.0	0.0	0.0	
Scale-crested Pygmy-Tyrant	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Black-and-white Tody-Flycatcher	0.0	0.0	0.0769231	0.1052632	0.25	1.0	0.0	0.25	0.3333333	0.0	0.0909091	0.2222222	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.6666667	0.0909091	0.2222222	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	1.0	0.0015	0.0	0.0	0.0	
Golden-winged Tody-Flycatcher	0.1111111	0.0	0.0384615	0.1052632	0.25	1.0	0.0434783	0.125	0.3333333	0.0	0.0909091	0.2222222	0.0	0.0	0.0015	0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.6666667	0.0	0.2222222	0.0	0.0	0.0	1.0	0.1	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	
Common Tody-Flycatcher	0.1111111	0.12	0.1153846	0.0	0.1666667	0.0	0.1304348	0.5	0.3333333	0.3333333	0.0	0.2222222	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.5	0.0	0.1428571	0.3333333	0.0	0.1111111	0.0	1.0	0.0	0.0	0.0	0.2	0.037037	0.2	0.0	0.1666667	0.0	0.5	0.0	
Yellow-olive Flatbill	0.0	0.0	0.0	0.0	0.0	0.0	0.0869565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.0	0.6666667	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0015	
Ornate Flycatcher	0.1111111	0.12	0.0769231	0.0526316	0.0833333	1.0	0.0	0.25	0.3333333	0.3333333	0.1818182	0.1111111	0.0	0.25	0.047619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0909091	0.2	0.0015	0.0015	0.0	0.1428571	0.6666667	0.0	0.2222222	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	1.0	0.1666667	0.0	0.0	0.0	
White-lored Tyrannulet	0.0	0.0	0.0769231	0.0	0.0	0.0	0.0434783	0.125	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0015	0.0015	0.0	0.0	0.0	0.0	0.2222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-crowned Tyrannulet	0.1111111	0.04	0.0	0.0526316	0.0	0.0	0.0869565	0.0	0.0	0.0	0.0	0.1111111	0.0	0.0	0.0952381	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0015	0.0	0.0909091	0.3333333	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Mottle-backed Elaenia	0.1111111	0.04	0.0	0.0526316	0.0	0.0	0.0434783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0740741	0.0	0.0	0.1666667	0.0	0.0	0.0015	
Torrent Tyrannulet	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.1428571	0.3333333	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Sooty-headed Tyrannulet	0.0	0.0	0.0384615	0.0526316	0.0833333	0.0	0.0434783	0.0	0.0	0.0	0.1818182	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.0	0.3333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Golden-faced Tyrannulet	0.2222222	0.0	0.0769231	0.0	0.0833333	0.0	0.0	0.125	0.3333333	0.0	0.0	0.0	0.0	0.0	0.047619	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.2222222	0.0	0.0	0.0	0.0	0.1	0.0	0.0740741	0.0	1.0	0.1666667	0.0	0.0	0.0	
Olive-chested Flycatcher	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.3333333	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.2222222	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	
Bran-colored Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Euler's Flycatcher	0.0	0.0	0.0384615	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.2222222	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.6666667	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	
Blackish Pewee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1818182	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	
Black Phoebe	0.1111111	0.08	0.1153846	0.2105263	0.0833333	0.0	0.173913	0.0	0.0	0.1666667	0.2727273	0.2222222	0.0	0.25	0.2380952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0909091	0.0015	0.0	0.0	0.5	0.1428571	0.6666667	0.2727273	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1481481	0.0	1.0	0.1666667	0.0	0.0015	0.0	
Rufous-tailed Tyrant	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.1111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Long-tailed Tyrant	0.2222222	0.2	0.1923077	0.1578947	0.1666667	1.0	0.1304348	0.5	0.3333333	0.3333333	0.1818182	0.5555556	0.0	0.0	0.2857143	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1818182	0.2	0.0015	0.5	0.0	0.5714286	0.3333333	0.0	0.3333333	0.0015	1.0	0.0	0.0	0.0	0.4	0.0740741	0.2	0.0	0.0	0.0	0.0	0.0	
Bright-rumped Attila	0.0	0.04	0.0384615	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.3333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	
Dusky-capped Flycatcher	0.1111111	0.0	0.0	0.0526316	0.0	0.0	0.1304348	0.0	0.3333333	0.1666667	0.0	0.1111111	0.0	0.0	0.047619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0015	0.0	0.2857143	0.3333333	0.0	0.2222222	0.0	0.0	0.0	0.0	0.0	0.0	0.037037	0.0	0.0	0.1666667	0.0	0.5	0.0	
Short-crested Flycatcher	0.0	0.04	0.1538462	0.0	0.0	0.0	0.0434783	0.0	0.0	0.0	0.0909091	0.2222222	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.3636364	0.0	0.0	0.0	0.0	1.0	0.1	0.0	0.0740741	0.2	0.0	0.0	0.0	0.0	0.0015	
Pale-edged Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1818182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Great Kiskadee	0.0015	0.12	0.0384615	0.0526316	0.0	0.0	0.0869565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1818182	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.1111111	0.0	0.0	0.0	0.0	0.3	0.1	0.037037	0.2	0.0	0.0	0.0	0.0	0.0	
Boat-billed Flycatcher	0.2222222	0.0	0.0384615	0.0526316	0.0833333	0.0	0.173913	0.0	0.0	0.0	0.1818182	0.1111111	0.0	0.0	0.2380952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.2857143	0.3333333	0.0	0.4444444	0.0	0.0	0.0	0.0	0.2	0.2	0.037037	0.6	1.0	0.0	0.0	0.0	0.0	
Social Flycatcher	0.3333333	0.16	0.0769231	0.2631579	0.1666667	0.0	0.0434783	0.125	0.6666667	0.3333333	0.1818182	0.1111111	0.0	0.25	0.2380952	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0909091	0.2	0.0015	0.0	0.0	0.1428571	0.3333333	0.0	0.2222222	0.0	0.0	0.0	0.0	0.1	0.3	0.0740741	0.4	0.0	0.1666667	0.0	0.25	1.0	
Gray-capped Flycatcher	0.1111111	0.0	0.0769231	0.3157895	0.0833333	0.0	0.173913	0.125	0.3333333	0.3333333	0.0909091	0.2222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1818182	0.0	0.0	0.0	0.0015	0.1428571	0.6666667	0.0	0.2222222	0.0	0.0	0.0	0.0	0.1	0.3	0.1481481	0.6	0.0	0.1666667	0.0	0.0	0.0	
Lemon-browed Flycatcher	0.1111111	0.08	0.0384615	0.0526316	0.0	0.0	0.0869565	0.0	0.0	0.0	0.1818182	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0015	0.0	0.3333333	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.037037	0.0	0.0	0.0	0.0	0.0015	0.0015	
Crowned Slaty Flycatcher	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.6666667	0.0	0.2222222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Tropical Kingbird	0.5555556	0.28	0.1538462	0.2105263	0.5833333	0.0	0.3478261	0.375	0.6666667	0.5	0.3636364	0.5555556	0.0	0.25	0.3809524	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.3636364	0.4	0.0015	1.0	0.0015	0.5714286	0.6666667	0.1818182	0.4444444	0.0015	0.0	0.0	0.0	0.3	0.5	0.3333333	0.2	1.0	0.6666667	0.0	0.5	0.0	
Olivaceous Greenlet	0.0	0.04	0.0384615	0.0526316	0.1666667	0.0	0.0	0.0	0.0	0.0	0.1818182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0909091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Slaty-capped Shrike-Vireo	0.0015	0.04	0.0384615	0.0	0.0833333	0.0	0.0869565	0.125	0.3333333	0.0	0.0	0.4444444	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0015	0.5	0.0	0.1428571	0.6666667	0.0909091	0.3333333	0.0	1.0	0.0	0.0	0.1	0.0	0.037037	0.0	0.0	0.1666667	0.0	0.0	0.0015	
Dusky-capped Greenlet	0.0	0.0	0.0384615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2222222	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2857143	0.3333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Brown-capped Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Chivi Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.1428571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-eyed/Chivi Vireo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.3333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Turquoise Jay	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Violaceous Jay	0.3333333	0.28	0.5	0.2631579	0.5	0.0	0.2173913	0.625	0.6666667	0.6666667	0.4545455	0.6666667	1.0	0.75	0.3809524	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.1818182	0.2	0.0015	1.0	0.0	0.2857143	0.3333333	0.1818182	0.5555556	1.0	1.0	0.0	1.0	0.3	0.4	0.2592593	0.6	1.0	0.6666667	0.0	0.75	1.0	
Green Jay	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666667	0.1818182	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1666667	0.0	0.0	0.0	
Black-capped Donacobius	0.0015	0.04	0.0	0.1052632	0.0	0.0	0.0	0.375	0.0	0.1666667	0.0909091	0.3333333	0.0	0.0	0.0952381	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1818182	0.2	0.0015	0.0	0.0	0.2857143	0.3333333	0.0	0.2222222	0.0015	0.0	0.0	0.0	0.1	0.0	0.0740741	0.2	0.0	0.0	0.0	0.0	0.0	
Gray-breasted Martin	0.1111111	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0909091	0.0	0.0	0.0	0.0	0.0015	0.6666667	0.0909091	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Southern Rough-winged Swallow	0.2222222	0.12	0.0384615	0.1578947	0.25	0.0	0.0434783	0.5	0.3333333	0.1666667	0.1818182	0.4444444	0.0	0.0	0.0952381	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.3636364	0.2	0.0015	0.5	0.0	0.2857143	0.6666667	0.0909091	0.3333333	0.0	0.0	0.0	0.0	0.2	0.2	0.1481481	0.0	1.0	0.3333333	0.0	0.0	0.0	
White-thighed Swallow	0.2222222	0.0	0.0	0.1052632	0.0833333	1.0	0.0	0.125	0.0	0.0	0.0	0.3333333	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.1428571	0.3333333	0.0	0.2222222	0.0	0.0	0.0	0.0	0.0	0.0	0.1481481	0.2	0.0	0.0	0.0	0.0	0.0	
