Rank,Species,wtd_rf,rfpc
1,Green-winged Teal,1.0,100.0
2,Arabian Partridge,1.0,100.0
3,Laughing Dove,1.0,100.0
4,Chestnut-bellied Sandgrouse,0.0,0.0
5,Green Sandpiper,0.0,0.0
6,Cream-colored Courser,0.0,0.0
7,Common Hoopoe,0.0,0.0
8,Blue-cheeked Bee-eater,0.0,0.0
9,Rufous-tailed Rock-Thrush,0.0,0.0
