Rank,Species,wtd_rf,rfpc
1,Silver-beaked Tanager,0.5467756602633969,100.0
2,Violet-fronted Brilliant,0.542234330835604,99.16943460401929
3,Blue-necked Tanager,0.4673024526793825,85.46511606867615
4,Rufous-booted Racket-tail,0.4495912834695732,82.22591386986625
5,Sparkling Violetear,0.433696643551317,79.31893737596026
6,Orange-bellied Euphonia,0.4336966367393279,79.31893613011309
7,Paradise Tanager,0.42098093755676663,76.99335726721422
8,Golden Tanager,0.41553133882833787,75.99667816745263
9,Russet-backed Oropendola,0.41507720199818354,75.9136209168911
10,Slate-throated Redstart,0.37193459854677574,68.02325443082171
11,Many-spotted Hummingbird,0.3701180739327884,67.6910295813995
12,Blue-gray Tanager,0.34423251871026345,62.956810942249554
13,Andean Cock-of-the-rock,0.3278837445049955,59.96677766289833
14,Speckled Chachalaca,0.3165304268846503,57.89036526098636
15,Tropical Kingbird,0.3156221523160763,57.72425059375036
16,Orange-eared Tanager,0.3119890996366939,57.05980026367673
17,Yungas Manakin,0.3083560400999092,56.395348679450294
18,Blue-and-white Swallow,0.3069936425522253,56.146179294875346
19,Wire-crested Thorntail,0.3065395067211626,56.063122227038065
20,Buff-throated Saltator,0.2988226598546776,54.651785288088085
21,Yellow-throated Chlorospingus,0.28973661030881015,52.99003437154391
22,Versicolored Barbet,0.2883742044050863,52.74086345872977
23,Scale-crested Pygmy-Tyrant,0.282470486058129,51.661130256247176
24,Speckled Hummingbird,0.28247048569482297,51.66113018980201
25,Dusky-green Oropendola,0.27293711253406,49.91756809412085
26,Black Phoebe,0.2702088983197094,49.41860400105271
27,Spotted Tanager,0.26475931008174386,48.42192681989575
28,Montane Foliage-gleaner,0.2647593097184378,48.42192675345058
29,Green Hermit,0.2629529988192552,48.091569894055546
30,Two-banded Warbler,0.2547717995004542,46.595307365679666
31,Slaty-capped Flycatcher,0.23796548614895546,43.521594584938356
32,Gray-breasted Wood-Wren,0.2225249809264305,40.697674951228464
33,Three-striped Warbler,0.22025704541326063,40.28289139775475
34,Bananaquit,0.2179836521798365,39.86710967983246
35,Plumbeous Pigeon,0.2161671143051771,39.5348824051611
36,Golden-crowned Flycatcher,0.21435331158038148,39.203155363046264
37,Fork-tailed Woodnymph,0.2057220644414169,37.62458342463798
38,Andean Motmot,0.1998326565849228,36.54746747297748
39,Saffron-crowned Tanager,0.19436874827429607,35.54817128850675
40,Tropical Parula,0.19346048723887369,35.382059096353785
41,Lemon-browed Flycatcher,0.18937329968210717,34.6345518728615
42,Marble-faced Bristle-Tyrant,0.18619436825613075,34.0531559445122
43,Golden-olive Woodpecker,0.18574295967302445,33.97059766404872
44,Chestnut-backed Antshrike,0.18483197029972753,33.80398648518643
45,Golden-eared Tanager,0.18122139368755677,33.14364681124567
46,Andean Solitaire,0.17848773469573115,32.64368692083856
47,Stripe-chested Antwren,0.17801998001816527,32.558139097195394
48,Peruvian Piedtail,0.17665758178928245,32.30896958803573
49,Streak-necked Flycatcher,0.17529519396003632,32.05980198086941
50,White-eyed Parakeet,0.1748410557674841,31.976744481138454
51,Yellow-browed Sparrow,0.17120798778383287,31.312291352061518
52,Common Squirrel-Cuckoo,0.16802906439600365,30.730896893811888
53,Olive-backed Woodcreeper,0.16621525381471386,30.399168414819965
54,White-bellied Woodstar,0.16121707879200728,29.485050361302584
55,Chestnut-collared Swift,0.15667575495004538,28.654485986916526
56,White-crowned Tapaculo,0.1530597211171662,27.993148239889305
57,Bolivian Tyrannulet,0.1530426857402361,27.9900326335871
58,Azara's Spinetail,0.14305177366030883,26.162791078044123
59,Black-eared Hemispingus,0.14169278029064483,25.91424428482927
60,Blue-naped Chlorophonia,0.13942484981834696,25.49946165328248
61,Cinnamon Flycatcher,0.13852406598546774,25.334716969430733
62,Yellow-throated Tanager,0.13579927129881925,24.836378275031663
63,Beryl-spangled Tanager,0.1335470058583106,24.42446062686429
64,White-collared Swift,0.13260672384196187,24.25249210582665
65,Bay-headed Tanager,0.131710720208901,24.088621674463774
66,Brown Tinamou,0.12990782039055404,23.758888668887323
67,Olivaceous Siskin,0.12899000799273386,23.59102962458055
68,Palm Tanager,0.12670299473206176,23.17275693490552
69,Geoffroy's Daggerbill,0.11900862979109898,21.765531723516965
70,Bronze-green Euphonia,0.11580382415985467,21.179403652325853
71,Common Chlorospingus,0.11489555163487737,21.013289358843995
72,Hooded Siskin,0.11444414850136239,20.930732075058263
73,Black-faced Brushfinch,0.11444141721162582,20.93023254848181
74,Southern Rough-winged Swallow,0.11356379950045413,20.76972472508146
75,Russet-crowned Warbler,0.11309332529518619,20.68367952602463
76,Golden-naped Tanager,0.11307902506811991,20.681064152278953
77,Ash-browed Spinetail,0.11262488592188918,20.59800647812938
78,Western Fire-eye,0.11082267679382378,20.268399793150532
79,Bronzy Inca,0.10854110181653046,19.85112171310684
80,Green Jay,0.108097867075386,19.770058349582037
81,Scaly-naped Amazon,0.10672117297910988,19.518274264018878
82,Moustached Wren,0.1058163046321526,19.352782561897136
83,Speckled Nightingale-Thrush,0.10581289831970934,19.352159580171577
84,Streaked Flycatcher,0.10399636257947319,19.019932695865666
85,Southern Chestnut-breasted Wren,0.1017256936421435,18.604649225450057
86,Roadside Hawk,0.10081744518619434,18.43853933396154
87,Long-tailed Sylph,0.09950272347865576,18.19808940118559
88,Rufous-breasted Antthrush,0.09811853283378744,17.944934269115244
89,Deep-blue Flowerpiercer,0.09810626207992734,17.94269006646471
90,Rufescent Screech-Owl,0.09766440190735694,17.861878098287935
91,Lyre-tailed Nightjar,0.09491644105358764,17.359302535131825
92,Purple Honeycreeper,0.0930971870572207,17.026578507970385
93,Hauxwell's Thrush,0.09309718247048138,17.026577669099957
94,Crested Quetzal,0.0872322899636694,15.953945338687388
95,Streaked Xenops,0.08537965376930064,15.615116029153695
96,Smoke-colored Pewee,0.08357675572207085,15.285383347497513
97,Gray-mantled Wren,0.08356040340599455,15.282392666444078
98,Black-billed Treehunter,0.07901907683923705,14.451827793719163
99,Masked Trogon,0.077697544595822,14.210132279551901
100,Swallow Tanager,0.07720254782016348,14.119602138649128
101,Social Flycatcher,0.07540031148955495,13.78999047858724
102,Black-goggled Tanager,0.0749543513169846,13.708428659914565
103,Slaty Tanager,0.07402362075386011,13.53820700764202
104,Blue Dacnis,0.07356948701180745,13.455150321864547
105,Yellow-breasted Antwren,0.07131312879200727,13.042484143799262
106,Slaty Gnateater,0.07084809931880108,12.957434733775749
107,Yellow-breasted Warbling-Antbird,0.06950067992733878,12.711004709657045
108,Amazonian Umbrellabird,0.06634696207992732,12.134220101890813
109,Bluish-fronted Jacamar,0.06632107352406903,12.129485334464293
110,White-capped Dipper,0.06632037833787466,12.129358191607562
111,Swainson's Thrush,0.06494096662125341,11.877077079467941
112,Crested Oropendola,0.06409877770208901,11.72304884076421
113,Golden-headed Quetzal,0.0640531391462307,11.71470198863178
114,Spotted Barbtail,0.06319594831970934,11.557930045617999
115,Rufous-breasted Wood-Quail,0.0631469157129882,11.548962454284924
116,Solitary Eagle,0.059061762443233426,10.80182728228644
117,Yellow-rumped Antwren,0.05723500731153497,10.467731369747382
118,Short-billed Chlorospingus,0.05685921857402361,10.399003230435122
119,Magpie Tanager,0.05547297624886466,10.145472865807854
120,White-eared Solitaire,0.05450953651226157,9.969269020863662
121,Cerulean-capped Manakin,0.054041778746594014,9.883720632436455
122,Lesser Violetear,0.05316212870118075,9.722841114685151
123,Buff-tailed Sicklebill,0.05276861158038147,9.650870624885055
124,Torrent Tyrannulet,0.052225250499545864,9.551495118562434
125,Andean Guan,0.051319705449591274,9.385879653982615
126,Golden-collared Honeycreeper,0.0508662496366939,9.3029469549157
127,Spectacled Redstart,0.050445509854677564,9.225997702673263
128,Black-and-chestnut Eagle,0.04956038987284288,9.064117786254105
129,Dusky-capped Flycatcher,0.04919618646684833,8.997508492449933
130,Blue-banded Toucanet,0.04860444791099,8.889285212069591
131,Montane Woodcreeper,0.047748631925522256,8.732764714237724
132,Andean Slaty Thrush,0.04722979332425068,8.637874133149744
133,White-winged Tanager,0.046324937057220704,8.472384640330317
134,Turkey Vulture,0.04542756762034515,8.308264416609445
135,Fiery-capped Manakin,0.04510557906448683,8.249375812149033
136,Mottle-backed Elaenia,0.0450224742506812,8.234176742430824
137,Chiguanco Thrush,0.04496184255222525,8.22308778897837
138,Scaled Antpitta,0.04406927461398729,8.059845713095186
139,Green-fronted Lancebill,0.043641688510445045,7.981644334610953
140,Torrent Duck,0.04321003896457766,7.902699791677303
141,Black-streaked Puffbird,0.04316439641235242,7.894352208647865
142,Cinnamon-faced Tyrannulet,0.04314259459582199,7.89036486646809
143,Black-billed Thrush,0.04268846789282471,7.807309468066026
144,Brown-capped Vireo,0.042318795231607635,7.739699900178715
145,Plumbeous Kite,0.04132606008174388,7.558138206414672
146,Blue-capped Tanager,0.03912488088101726,7.155563739280152
147,Olive-striped Flycatcher,0.03814985694822889,6.97724125646907
148,Western Wood-Pewee,0.03723886775658492,6.810630110829355
149,Golden-tailed Sapphire,0.035504757947320616,6.493478135112488
150,White-throated Antpitta,0.034059943233424164,6.229235444938524
151,Slaty Antwren,0.033646000544959136,6.153529315615646
152,Fulvous-breasted Flatbill,0.03280448687556766,5.999624573589256
153,Southern House Wren,0.03271116930063579,5.982557688262482
154,Swallow-tailed Kite,0.03271048814713897,5.982433111850924
155,White-crested Elaenia,0.03269754668483198,5.980066243087827
156,Red-billed Scythebill,0.031792690145322426,5.814576700434509
157,Ornate Stipplethroat,0.03151429891008174,5.763661625848605
158,Fasciated Tiger-Heron,0.029985004950045406,5.4839684955253505
159,Ochre-faced Tody-Flycatcher,0.026827877202543142,4.906560249887388
160,Chestnut-tipped Toucanet,0.026808125613079024,4.902947874483808
161,Striped Treehunter,0.026467074750227068,4.8405729577423315
162,Cuzco Warbler,0.02637988237965486,4.824626313275713
163,Speckle-faced Parrot,0.02633968451407811,4.817274510973945
164,White-throated Quail-Dove,0.02597410890099909,4.7504142537154355
165,Long-tailed Tyrant,0.02544027783832879,4.652781695892153
166,Rust-and-yellow Tanager,0.025114206539509538,4.593146397082001
167,Band-tailed Pigeon,0.025029745186194375,4.577699229357952
168,Crimson-bellied Woodpecker,0.024577646503178927,4.495014736270302
169,Fawn-breasted Tanager,0.02412215399636694,4.411709545510243
170,Variegated Flycatcher,0.023631239736603093,4.321926057428978
171,Lanceolated Monklet,0.02318799654859219,4.24086114905369
172,Black Antbird,0.02274954500454133,4.160672586190514
