Rank,Species,wtd_rf,rfpc
1,Eurasian Collared-Dove,1.0,100.0
2,Laughing Dove,1.0,100.0
3,House Crow,1.0,100.0
4,Red-vented Bulbul,1.0,100.0
5,White-eared Bulbul,1.0,100.0
6,Common Myna,1.0,100.0
7,House Sparrow,1.0,100.0
8,Rock Pigeon,0.0,0.0
9,Rose-ringed Parakeet,0.0,0.0
10,Common Redstart,0.0,0.0
11,White Wagtail,0.0,0.0
